Reporter_ID,Year,Month,Gender,Education,Party_member,Age,Tenure,Position,Qualification,Division,#Articles,#Words,QuantityScore,QualityScore,#Investigative,#Feature,#Special,#Advertising,#Propaganda,#AssignedWithEditor,#ColumnByContent,#ArticleWithExternalAuthors,#Coauthorearticle
2,2005,9,0,1,1,30,15.99385593,2,2,6,2,31788,6374,3073,0,7,3,3,8,1,4,5,5
2,2005,10,0,1,1,30,16.07718927,2,2,6,69,32608,1684,3548,5,9,2,9,5,9,9,4,4
2,2005,11,0,1,1,30,16.1605226,2,2,6,55,40215,1996,1728,7,3,9,9,2,5,9,8,8
2,2005,12,0,1,1,30,16.24385593,2,3,6,7,230,1876,2234,7,9,7,2,0,2,2,5,5
2,2006,1,0,1,1,31,16.32718927,1,1,6,42,2147,1963,1784,2,1,8,5,4,2,6,6,6
2,2006,2,0,1,1,31,16.4105226,1,1,6,50,9083,2790,0,3,9,1,1,7,3,6,2,2
2,2006,3,0,1,1,31,16.49385593,2,1,6,36,19728,2153,2831,8,9,8,6,6,0,9,7,7
2,2006,4,0,1,1,31,16.57718927,2,1,6,39,19685,340,2074,1,7,1,0,7,3,9,5,5
2,2006,5,0,1,1,31,16.6605226,2,2,6,18,19892,2101,2089,9,9,0,8,6,4,5,2,2
2,2006,6,0,1,1,31,16.74385593,2,2,6,43,29395,1408,913,8,1,9,0,0,9,1,5,5
2,2006,7,0,1,1,31,16.82718927,3,2,6,21,230,140,770,5,8,9,3,7,3,2,3,3
2,2006,8,0,1,1,31,16.9105226,1,1,6,1,16498,3537,1401,0,8,4,6,2,4,9,3,3
3,2004,1,1,1,0,24,9.655525316,1,1,3,36,21870,1401,2088,6,4,1,2,7,2,6,4,4
3,2004,2,1,1,0,24,9.738858649,1,2,3,1,14048,2567,0,6,9,8,6,5,0,3,7,7
3,2004,3,1,1,0,24,9.822191982,1,1,3,54,20858,140,1697,0,5,1,8,7,8,8,1,1
3,2004,4,1,1,0,24,9.905525316,3,2,3,8,31882,2714,3328,1,8,1,3,1,0,9,6,6
3,2004,5,1,1,0,24,9.988858649,1,3,3,1,19179,1679,1331,4,2,7,4,0,8,4,2,2
3,2004,6,1,1,0,24,10.07219198,2,1,3,1,46645,140,0,5,7,1,2,6,1,4,8,8
3,2004,7,1,1,0,24,10.15552532,1,2,3,31,30939,1375,1269,6,2,1,9,8,8,8,9,9
3,2004,8,1,1,0,24,10.23885865,2,2,3,36,21877,1204,1799,2,0,8,6,1,5,8,7,7
3,2004,9,1,1,0,24,10.32219198,2,1,3,2,25021,3035,1888,5,5,7,8,7,0,1,5,5
3,2004,10,1,1,0,24,10.40552532,1,2,3,9,28192,2194,1645,7,3,3,1,9,0,9,8,8
3,2004,11,1,1,0,24,10.48885865,2,1,3,32,40659,140,3600,6,8,1,9,4,1,9,6,6
3,2004,12,1,1,0,24,10.57219198,1,1,3,53,33895,2637,1630,8,2,0,3,3,5,4,4,4
3,2005,1,1,1,0,25,10.65552532,1,2,3,6,25160,140,1686,8,0,7,7,7,2,9,7,7
3,2005,2,1,1,0,25,10.73885865,1,3,3,40,8713,645,851,1,7,7,2,3,8,8,9,9
3,2005,3,1,1,0,25,10.82219198,1,1,3,1,23846,2097,2511,8,9,5,0,7,8,7,0,0
3,2005,4,1,1,0,25,10.90552532,1,1,3,39,26017,1283,3337,5,8,8,6,6,3,6,9,9
3,2005,5,1,1,0,25,10.98885865,2,3,3,48,28649,3597,786,4,9,4,0,1,8,1,9,9
3,2005,6,1,1,0,25,11.07219198,2,3,3,43,8644,2294,1356,1,8,2,1,6,8,5,6,6
3,2005,7,1,1,0,25,11.15552532,2,2,3,53,28122,2876,0,2,2,7,6,4,5,8,2,2
3,2005,8,1,1,0,25,11.23885865,1,1,3,52,28949,2928,558,2,5,7,4,0,2,7,3,3
3,2005,9,1,1,0,25,11.32219198,2,3,3,72,2345,1514,3636,8,5,9,3,3,9,4,6,6
3,2005,10,1,1,0,25,11.40552532,1,1,3,34,2457,721,1149,6,9,6,4,8,1,7,9,9
3,2005,11,1,1,0,25,11.48885865,1,2,3,72,33150,2015,1725,7,2,4,7,9,8,6,3,3
3,2005,12,1,1,0,25,11.57219198,3,1,3,12,7039,3183,676,3,2,7,5,9,5,9,9,9
3,2006,1,1,1,0,26,11.65552532,1,2,3,28,38704,1782,1967,8,2,3,2,2,0,9,5,5
3,2006,2,1,1,0,26,11.73885865,2,1,3,30,14664,2831,1284,8,4,9,1,9,3,5,6,6
3,2006,3,1,1,0,26,11.82219198,2,2,3,10,23448,2044,1926,6,3,9,9,4,3,9,5,5
4,2004,1,1,1,1,39,8.635888719,1,1,3,1,22806,140,1590,6,1,9,2,7,6,0,3,3
4,2004,2,1,1,1,39,8.719222053,1,1,3,51,8901,208,3059,4,2,3,9,9,9,6,7,7
4,2004,3,1,1,1,39,8.802555386,1,2,3,12,36755,4069,1660,8,1,3,0,2,7,6,7,7
4,2004,4,1,1,1,39,8.885888719,3,3,3,23,14677,591,560,5,4,9,8,4,8,3,4,4
4,2004,5,1,1,1,39,8.969222053,1,3,3,66,19133,1266,778,0,5,2,9,1,5,0,8,8
4,2004,6,1,1,1,39,9.052555386,1,1,3,44,230,3248,0,4,6,9,8,8,6,3,3,3
4,2004,7,1,1,1,39,9.135888719,1,2,3,70,671,559,1613,6,7,6,9,3,3,7,8,8
4,2004,8,1,1,1,39,9.219222053,2,2,3,35,33271,1208,1406,6,2,9,0,4,5,8,4,4
4,2004,9,1,1,1,39,9.302555386,1,1,3,44,18282,1809,3136,0,3,1,3,6,8,2,2,2
4,2004,10,1,1,1,39,9.385888719,1,1,3,27,10607,1642,189,3,6,5,4,3,7,3,2,2
4,2004,11,1,1,1,39,9.469222053,2,2,3,14,10819,842,710,6,1,3,7,3,9,6,1,1
4,2004,12,1,1,1,39,9.552555386,3,3,3,44,25615,1832,722,4,3,8,6,8,9,6,1,1
4,2005,1,1,1,1,40,9.635888719,1,2,3,23,35034,2944,1197,1,1,4,0,6,1,3,8,8
4,2005,2,1,1,1,40,9.719222053,1,2,3,46,10922,1922,92,7,9,1,3,3,1,1,4,4
4,2005,3,1,1,1,40,9.802555386,1,2,3,20,32857,1240,1170,3,7,3,7,4,0,8,7,7
4,2005,4,1,1,1,40,9.885888719,2,1,3,28,16237,3284,1496,0,2,2,4,6,0,0,9,9
4,2005,5,1,1,1,40,9.969222053,1,2,3,30,24981,4253,1529,5,4,2,2,3,9,1,8,8
4,2005,6,1,1,1,40,10.05255539,2,2,3,55,230,3295,2872,3,9,2,9,6,8,1,5,5
4,2005,7,1,1,1,40,10.13588872,2,1,3,23,230,647,1443,4,0,6,0,9,8,3,7,7
4,2005,8,1,1,1,40,10.21922205,2,3,3,58,29208,681,1417,0,4,2,3,3,7,9,9,9
4,2005,9,1,1,1,40,10.30255539,1,1,3,12,21994,2635,2732,2,0,4,1,5,3,8,6,6
4,2005,10,1,1,1,40,10.38588872,3,3,3,38,23697,2296,1473,1,6,9,7,2,2,1,0,0
4,2005,11,1,1,1,40,10.46922205,2,1,3,17,4080,518,142,2,9,6,8,8,5,5,4,4
5,2004,1,0,1,0,28,13.34072197,2,1,3,56,12768,2443,293,1,6,0,5,3,2,0,5,5
5,2004,2,0,1,0,28,13.42405531,1,1,3,14,230,2204,304,6,0,0,6,5,6,7,7,7
5,2004,3,0,1,0,28,13.50738864,3,2,3,17,7141,3961,139,8,8,6,8,5,8,1,1,1
5,2004,4,0,1,0,28,13.59072197,1,1,3,5,18053,1524,3668,5,2,1,7,6,7,5,8,8
5,2004,5,0,1,0,28,13.67405531,1,2,3,34,22694,3845,299,8,1,9,4,8,2,4,7,7
5,2004,6,0,1,0,28,13.75738864,1,2,3,45,8921,3901,1430,1,5,3,5,2,5,6,9,9
5,2004,7,0,1,0,28,13.84072197,2,2,3,42,25662,1221,1536,2,4,7,1,6,0,6,0,0
5,2004,8,0,1,0,28,13.92405531,1,1,3,29,17849,2530,1282,3,3,4,1,5,5,7,9,9
5,2004,9,0,1,0,28,14.00738864,1,2,3,18,15366,1809,620,0,3,1,7,3,7,1,3,3
5,2004,10,0,1,0,28,14.09072197,1,1,3,26,19462,1757,1975,8,4,5,9,8,8,6,1,1
5,2004,11,0,1,0,28,14.17405531,1,2,3,27,46140,2392,0,6,8,1,6,6,2,5,7,7
5,2004,12,0,1,0,28,14.25738864,2,1,3,37,16225,1072,306,9,7,2,5,1,1,7,9,9
5,2005,1,0,1,0,29,14.34072197,2,3,3,36,30957,140,2706,4,4,3,9,3,7,2,2,2
5,2005,2,0,1,0,29,14.42405531,1,2,3,70,25584,1401,272,7,2,1,4,2,5,6,2,2
5,2005,3,0,1,0,29,14.50738864,1,2,3,33,15072,3583,2899,8,9,0,6,3,6,8,8,8
5,2005,4,0,1,0,29,14.59072197,2,2,3,40,230,1819,2993,0,9,3,6,9,5,8,6,6
5,2005,5,0,1,0,29,14.67405531,1,1,3,34,10055,2049,3014,2,6,9,4,1,9,2,5,5
5,2005,6,0,1,0,29,14.75738864,1,1,3,25,19366,3088,2401,5,6,5,8,4,4,7,7,7
5,2005,7,0,1,0,29,14.84072197,3,3,3,40,16969,140,0,0,2,5,5,0,1,9,6,6
6,2004,1,1,1,0,36,11.230411,2,3,8,23,35514,2638,0,0,9,4,0,5,6,7,2,2
6,2004,2,1,1,0,36,11.31374433,1,1,8,31,8649,4206,247,2,0,2,4,5,2,3,4,4
6,2004,3,1,1,0,36,11.39707766,2,2,8,57,16413,2195,431,4,8,7,0,1,4,2,6,6
6,2004,4,1,1,0,36,11.480411,1,2,8,22,25453,140,49,5,1,7,4,5,7,5,9,9
6,2004,5,1,1,0,36,11.56374433,2,2,8,40,14675,1981,725,2,6,3,5,5,4,0,7,7
6,2004,6,1,1,0,36,11.64707766,1,1,8,1,31240,2856,2320,9,1,3,2,5,0,8,4,4
6,2004,7,1,1,0,36,11.730411,1,1,8,28,3964,2221,2190,4,3,3,0,8,8,3,9,9
6,2004,8,1,1,0,36,11.81374433,1,1,8,21,230,2426,1800,9,3,6,3,0,8,1,4,4
6,2004,9,1,1,0,36,11.89707766,3,3,8,35,14565,2579,1240,3,7,5,6,1,3,3,1,1
6,2004,10,1,1,0,36,11.980411,2,2,8,27,17415,891,1401,9,3,8,7,0,7,8,7,7
6,2004,11,1,1,0,36,12.06374433,1,2,8,35,21242,1050,1806,9,0,7,4,8,8,5,2,2
6,2004,12,1,1,0,36,12.14707766,1,3,8,24,20188,1608,956,6,2,6,7,4,4,3,2,2
6,2005,1,1,1,0,37,12.230411,2,2,8,40,12951,2579,2548,7,5,5,1,3,4,9,4,4
6,2005,2,1,1,0,37,12.31374433,1,3,8,1,230,564,33,2,9,4,4,1,4,2,2,2
6,2005,3,1,1,0,37,12.39707766,1,2,8,34,16785,4698,623,4,8,1,8,2,6,0,0,0
6,2005,4,1,1,0,37,12.480411,3,1,8,12,4603,140,460,7,8,2,5,2,5,6,4,4
6,2005,5,1,1,0,37,12.56374433,1,3,8,57,19289,140,1977,2,7,4,0,8,2,1,2,2
6,2005,6,1,1,0,37,12.64707766,2,2,8,11,3693,2784,159,6,9,7,1,6,4,8,6,6
6,2005,7,1,1,0,37,12.730411,3,1,8,53,23374,2674,469,0,0,5,8,0,2,4,3,3
6,2005,8,1,1,0,37,12.81374433,1,1,8,32,40427,1986,1941,0,9,3,3,9,3,2,6,6
6,2005,9,1,1,0,37,12.89707766,1,1,8,1,8749,2940,522,0,1,0,3,4,9,4,1,1
6,2005,10,1,1,0,37,12.980411,1,2,8,13,1614,2802,2395,2,3,9,5,5,1,1,8,8
6,2005,11,1,1,0,37,13.06374433,3,3,8,50,33501,2079,2369,1,1,2,8,5,5,9,4,4
6,2005,12,1,1,0,37,13.14707766,3,3,8,49,41738,2420,885,6,3,9,9,2,6,9,0,0
6,2006,1,1,1,0,38,13.230411,2,3,8,4,1873,140,1615,5,1,1,7,2,8,3,5,5
6,2006,2,1,1,0,38,13.31374433,1,1,8,66,17144,1909,3735,0,9,9,2,3,4,0,3,3
6,2006,3,1,1,0,38,13.39707766,2,1,8,31,24797,2018,2432,4,3,9,9,6,7,7,2,2
6,2006,4,1,1,0,38,13.480411,3,1,8,51,14912,4515,2018,4,9,7,6,8,9,6,1,1
6,2006,5,1,1,0,38,13.56374433,2,3,8,6,230,1027,3178,3,7,8,6,4,0,8,5,5
6,2006,6,1,1,0,38,13.64707766,3,1,8,22,230,2033,418,1,9,9,1,9,0,3,9,9
6,2006,7,1,1,0,38,13.730411,3,2,8,41,1579,3892,2853,1,9,8,1,8,0,6,5,5
6,2006,8,1,1,0,38,13.81374433,2,2,8,25,4592,2792,1866,5,1,0,9,7,7,1,3,3
6,2006,9,1,1,0,38,13.89707766,2,2,8,1,19505,2111,3074,3,1,8,3,3,3,4,9,9
7,2004,1,0,1,0,35,7.611216402,1,1,8,28,32882,3304,903,7,3,2,0,1,3,8,0,0
7,2004,2,0,1,0,35,7.694549736,1,3,8,1,392,1069,3003,5,5,9,2,9,8,9,2,2
7,2004,3,0,1,0,35,7.777883069,2,3,8,9,7956,4277,0,0,1,3,3,1,9,5,5,5
7,2004,4,0,1,0,35,7.861216402,1,1,8,2,3667,2897,1063,2,0,9,8,3,8,4,6,6
7,2004,5,0,1,0,35,7.944549736,3,2,8,56,22172,140,1775,2,2,7,0,7,7,2,0,0
7,2004,6,0,1,0,35,8.027883069,3,3,8,63,7479,1307,2196,8,3,6,8,2,4,9,2,2
7,2004,7,0,1,0,35,8.111216402,2,1,8,39,4981,140,0,4,1,3,1,2,4,8,2,2
7,2004,8,0,1,0,35,8.194549736,1,2,8,27,230,3092,109,9,5,3,3,9,9,4,6,6
7,2004,9,0,1,0,35,8.277883069,1,1,8,33,36349,2796,287,3,7,8,8,8,1,2,4,4
7,2004,10,0,1,0,35,8.361216402,1,2,8,56,47330,1492,449,0,3,4,8,7,0,2,2,2
7,2004,11,0,1,0,35,8.444549736,2,1,8,1,19469,3608,652,5,3,3,0,9,3,0,4,4
7,2004,12,0,1,0,35,8.527883069,2,2,8,9,38014,1972,1656,2,9,4,2,4,3,8,5,5
7,2005,1,0,1,0,36,8.611216402,3,1,8,54,10854,5421,3095,9,1,0,0,0,8,4,3,3
7,2005,2,0,1,0,36,8.694549736,1,2,8,58,18344,550,1064,9,4,8,2,2,1,7,6,6
7,2005,3,0,1,0,36,8.777883069,3,3,8,45,26974,2896,3171,1,3,6,0,0,7,5,1,1
7,2005,4,0,1,0,36,8.861216402,3,3,8,9,8407,1572,1569,9,9,0,2,3,4,9,2,2
7,2005,5,0,1,0,36,8.944549736,1,3,8,53,16245,1216,1241,4,6,8,4,3,9,8,7,7
7,2005,6,0,1,0,36,9.027883069,3,2,8,61,14612,1858,2622,4,8,8,0,5,4,5,9,9
7,2005,7,0,1,0,36,9.111216402,1,1,8,47,24148,2546,1304,2,2,9,4,6,3,5,4,4
8,2004,1,1,1,1,39,4.917687699,1,1,5,1,19177,2153,618,1,0,5,4,8,6,0,9,9
8,2004,2,1,1,1,39,5.001021032,2,3,5,35,8730,2942,2930,5,6,2,8,1,0,9,9,9
8,2004,3,1,1,1,39,5.084354365,1,1,5,45,14374,2852,1433,8,6,9,0,3,9,2,6,6
8,2004,4,1,1,1,39,5.167687699,2,1,5,21,33107,3928,3440,4,8,2,5,9,1,2,3,3
8,2004,5,1,1,1,39,5.251021032,2,2,5,36,25619,548,1086,5,0,5,3,7,8,7,7,7
8,2004,6,1,1,1,39,5.334354365,2,1,5,21,24467,140,15,1,9,1,5,4,5,8,9,9
8,2004,7,1,1,1,39,5.417687699,1,1,5,13,48209,1992,631,6,4,9,6,7,0,9,6,6
8,2004,8,1,1,1,39,5.501021032,2,3,5,65,3390,1067,740,3,4,1,9,4,8,0,2,2
8,2004,9,1,1,1,39,5.584354365,2,3,5,37,27748,3192,1371,3,8,1,6,8,9,3,4,4
8,2004,10,1,1,1,39,5.667687699,2,2,5,8,19081,718,604,9,3,6,7,7,2,1,5,5
8,2004,11,1,1,1,39,5.751021032,1,3,5,2,22905,1378,101,0,8,6,7,6,4,4,6,6
8,2004,12,1,1,1,39,5.834354365,1,2,5,13,20768,1655,1121,6,1,1,6,4,1,0,8,8
8,2005,1,1,1,1,40,5.917687699,2,2,5,14,9072,4328,1576,7,1,1,2,3,8,5,2,2
8,2005,2,1,1,1,40,6.001021032,1,1,5,35,4659,4764,1927,7,5,7,9,1,7,4,9,9
8,2005,3,1,1,1,40,6.084354365,2,1,5,42,18353,624,1457,3,2,8,9,6,6,5,8,8
8,2005,4,1,1,1,40,6.167687699,2,2,5,42,8005,140,2974,2,0,6,8,5,9,1,7,7
8,2005,5,1,1,1,40,6.251021032,2,3,5,16,13465,1347,1543,8,9,7,8,0,2,2,8,8
8,2005,6,1,1,1,40,6.334354365,2,2,5,52,28918,2031,0,2,9,0,2,1,8,0,1,1
8,2005,7,1,1,1,40,6.417687699,3,1,5,58,2120,2026,1750,0,8,6,0,9,5,4,9,9
8,2005,8,1,1,1,40,6.501021032,3,1,5,26,15819,1971,1484,4,3,2,7,6,4,8,6,6
8,2005,9,1,1,1,40,6.584354365,3,3,5,10,32310,3118,2282,9,1,6,6,3,7,3,6,6
8,2005,10,1,1,1,40,6.667687699,3,1,5,34,11644,1565,248,3,7,2,1,9,5,6,6,6
8,2005,11,1,1,1,40,6.751021032,1,2,5,79,37801,2350,2640,5,7,5,5,2,1,6,5,5
8,2005,12,1,1,1,40,6.834354365,1,1,5,9,230,2900,1768,0,1,1,0,2,4,3,1,1
8,2006,1,1,1,1,41,6.917687699,2,1,5,21,42431,2358,1624,7,8,7,6,9,1,5,3,3
8,2006,2,1,1,1,41,7.001021032,1,2,5,33,18593,2939,2505,4,8,8,3,7,4,8,1,1
8,2006,3,1,1,1,41,7.084354365,1,2,5,44,774,140,2748,3,2,6,1,2,8,7,1,1
8,2006,4,1,1,1,41,7.167687699,1,1,5,1,29381,2224,2641,5,2,5,4,9,3,6,9,9
8,2006,5,1,1,1,41,7.251021032,2,1,5,60,24057,2371,0,6,3,2,3,1,3,3,4,4
8,2006,6,1,1,1,41,7.334354365,2,3,5,60,36645,1868,0,0,1,7,7,7,4,7,8,8
8,2006,7,1,1,1,41,7.417687699,2,1,5,23,230,1317,993,3,3,6,4,9,0,7,3,3
9,2004,1,0,1,0,31,1.085153006,2,2,2,90,3851,2666,171,7,1,3,1,4,9,9,7,7
9,2004,2,0,1,0,31,1.168486339,3,3,2,58,28546,2235,713,6,4,6,4,6,3,3,9,9
9,2004,3,0,1,0,31,1.251819672,1,1,2,57,52094,2011,1419,3,7,0,9,4,9,1,9,9
9,2004,4,0,1,0,31,1.335153006,3,3,2,58,25968,1660,960,3,4,7,1,1,1,7,2,2
9,2004,5,0,1,0,31,1.418486339,1,1,2,57,28017,1710,1449,4,1,5,9,5,1,3,1,1
9,2004,6,0,1,0,31,1.501819672,3,2,2,32,8282,1103,2967,9,3,6,4,9,3,9,9,9
9,2004,7,0,1,0,31,1.585153006,2,1,2,29,15949,1473,3429,2,5,1,3,7,1,8,1,1
9,2004,8,0,1,0,31,1.668486339,1,3,2,12,10153,882,1885,7,7,6,9,5,0,1,6,6
9,2004,9,0,1,0,31,1.751819672,1,1,2,20,25003,1585,2940,3,8,2,3,2,6,1,9,9
9,2004,10,0,1,0,31,1.835153006,1,1,2,25,30656,2543,1038,1,1,3,7,7,7,7,6,6
9,2004,11,0,1,0,31,1.918486339,1,3,2,33,20813,3123,790,5,6,4,7,1,4,6,8,8
9,2004,12,0,1,0,31,2.001819672,1,2,2,66,28882,2013,1393,9,0,8,2,0,6,2,7,7
9,2005,1,0,1,0,32,2.085153006,2,2,2,1,17975,1978,1133,1,3,1,3,0,9,4,2,2
9,2005,2,0,1,0,32,2.168486339,2,1,2,61,35885,2262,2217,8,3,5,8,1,6,2,0,0
9,2005,3,0,1,0,32,2.251819672,2,2,2,10,6955,3331,1491,8,8,3,8,6,3,1,4,4
9,2005,4,0,1,0,32,2.335153006,3,1,2,30,37093,1792,3131,7,9,9,5,4,3,5,2,2
9,2005,5,0,1,0,32,2.418486339,2,1,2,16,8879,2668,1607,1,0,8,0,3,5,8,3,3
9,2005,6,0,1,0,32,2.501819672,2,2,2,72,18572,2551,700,6,6,5,8,9,6,2,5,5
9,2005,7,0,1,0,32,2.585153006,1,1,2,21,2551,1284,957,6,6,5,2,5,1,9,0,0
9,2005,8,0,1,0,32,2.668486339,2,3,2,43,25051,2979,824,7,2,7,2,1,7,2,7,7
9,2005,9,0,1,0,32,2.751819672,1,3,2,44,20095,140,2278,1,3,8,0,1,1,8,9,9
9,2005,10,0,1,0,32,2.835153006,3,2,2,7,28130,3431,1360,4,3,9,9,3,6,2,8,8
9,2005,11,0,1,0,32,2.918486339,3,3,2,30,230,557,1605,4,8,0,9,7,1,7,3,3
9,2005,12,0,1,0,32,3.001819672,2,2,2,58,20127,1901,1935,1,1,5,2,9,2,8,4,4
9,2006,1,0,1,0,33,3.085153006,1,1,2,13,23695,3135,2067,6,4,1,7,8,1,1,3,3
9,2006,2,0,1,0,33,3.168486339,3,2,2,50,5274,1534,2636,7,4,4,6,3,8,3,7,7
9,2006,3,0,1,0,33,3.251819672,2,1,2,25,25409,2377,1844,2,5,0,6,6,1,4,3,3
9,2006,4,0,1,0,33,3.335153006,1,1,2,57,230,3155,423,9,8,1,2,0,9,4,2,2
9,2006,5,0,1,0,33,3.418486339,1,3,2,70,16665,4433,942,3,3,5,9,6,6,7,2,2
9,2006,6,0,1,0,33,3.501819672,2,2,2,1,37047,2059,941,4,9,5,5,7,4,4,0,0
9,2006,7,0,1,0,33,3.585153006,1,3,2,3,16551,2308,677,0,5,9,9,4,9,5,8,8
9,2006,8,0,1,0,33,3.668486339,3,1,2,23,8840,2130,2614,7,6,6,5,5,0,6,4,4
9,2006,9,0,1,0,33,3.751819672,1,2,2,64,17500,1797,1313,6,5,7,2,7,6,0,2,2
9,2006,10,0,1,0,33,3.835153006,1,1,2,43,19666,364,1671,9,3,8,5,6,4,2,4,4
9,2006,11,0,1,0,33,3.918486339,3,2,2,5,30217,651,1842,6,8,8,7,4,6,3,9,9
10,2004,1,0,1,1,28,6.887002991,1,2,8,47,20074,2060,1705,4,3,2,0,4,1,5,4,4
10,2004,2,0,1,1,28,6.970336324,2,2,8,12,28439,2513,1816,1,7,4,1,0,1,0,9,9
10,2004,3,0,1,1,28,7.053669657,1,1,8,51,19574,3686,4117,9,2,2,9,0,6,9,6,6
10,2004,4,0,1,1,28,7.137002991,1,1,8,44,8440,1811,2218,8,4,3,4,7,7,3,7,7
10,2004,5,0,1,1,28,7.220336324,2,1,8,12,230,4026,466,3,3,7,1,3,0,0,7,7
10,2004,6,0,1,1,28,7.303669657,2,2,8,31,23274,544,1823,3,5,4,9,5,3,3,6,6
10,2004,7,0,1,1,28,7.387002991,2,3,8,58,230,2346,1591,0,8,9,2,3,8,4,3,3
10,2004,8,0,1,1,28,7.470336324,2,1,8,1,230,1738,0,5,0,9,0,4,4,8,0,0
10,2004,9,0,1,1,28,7.553669657,2,2,8,38,230,406,0,2,2,3,6,6,9,4,8,8
10,2004,10,0,1,1,28,7.637002991,1,3,8,8,27812,140,1631,6,1,2,6,4,6,8,8,8
10,2004,11,0,1,1,28,7.720336324,1,2,8,32,230,1525,1168,2,7,5,3,3,3,6,5,5
