class_leader,school_type,gender,grade,SES,academic_ability,education_expectation,education_expectation_communication,personality_extraversion,boarding,only_child,hukou,age,question_opportunity,discussion_opportunity,cognitive_opportunity,total_opportunity
0,1,0,0,0.6877638485617686,2.211333028601533,2,1,1.0956043372287483,1,1,0,11.640969120704886,2.2650230758235406,0.38608215849825045,-1.309778814097226,0.4471088067415217
0,0,0,0,0.995302900529223,1.1349242815991982,3,0,1.93319422151764,0,0,0,11.974261194769461,-0.45148535725444394,0.6874644521900439,0.561536970488119,0.265838688474573
0,1,1,0,0.8147307216216817,-0.6172845692552189,5,0,0.15984741958868665,0,0,0,11.285047857032437,-2.210403687552938,-0.5168823517014675,1.672835142345993,-0.3514836323028041
1,1,1,1,-0.3056320547856803,-0.6189834508861229,2,0,-0.15700266845691765,0,0,0,12.11236118872662,0.2620233504922981,-0.21129077674899505,-0.4911512042996973,-0.14680621018546475
1,0,1,0,0.049591827661585874,0.9565494617872686,2,1,-1.1234570071594123,1,0,0,13.76140368792751,0.8505276647232963,0.341446920139586,0.5967398831808062,0.5962381560145628
1,0,1,1,0.40787905089749094,-1.0110371300457306,1,1,-1.4435884494127649,0,0,1,13.605927740977746,-0.46963074006041405,-1.0465250496228147,3.108453522118506,0.5307659108117592
0,1,0,1,-1.7577874239420725,1.087726751338853,2,1,-1.773974929644101,0,0,1,13.217984822369345,0.23368245291461717,1.7853138458336548,0.5668017425834753,0.8619326804439158
0,0,1,0,0.5705847001198596,0.33429996375100834,2,0,-0.7958449595234681,0,0,0,11.001549651881778,0.13748153534490656,0.16077814530858084,0.9760748059292919,0.42477816219425973
0,1,1,0,-1.4572992875838315,0.5177207640270725,3,0,-2.090854797313115,0,0,0,11.503127999216044,0.2598517439989192,-0.20094151076524527,-0.7660742476857028,-0.23572133815067628
0,0,0,1,2.0403465989064893,-0.2567338034800533,3,1,1.078829953740112,0,0,0,14.371477714594656,0.7913219541298575,2.08552697237257,1.552373367183563,1.4764074312286635
0,0,1,1,-0.40451508464169533,-0.6298248042464099,4,0,0.4230962439934246,0,0,1,12.086953479058291,-0.08269128433666949,-1.1014925644982552,-0.6923107787822425,-0.6254982092057223
0,1,1,1,-0.18487517719459123,1.4619928308683203,2,1,-0.2516405146847802,1,1,1,14.648795554316493,0.5475376565061594,1.5361507237389416,-0.8680049900031637,0.40522779674731235
0,1,1,0,-0.7697070992378554,-0.24673728055347494,2,1,1.1093839807607901,0,0,0,14.498184459113265,-1.7989611472303169,0.8132937997809931,1.4793784099428962,0.16457035416452415
1,1,1,0,-0.6299700318556897,-0.41093507657386175,4,1,-1.071156077403275,0,0,1,11.619708136536701,-0.46237929179266646,1.4170294883627985,-0.2369383655157521,0.23923727701812667
0,0,0,1,2.27409356914324,-0.08013706787980918,4,1,-0.8199810553645547,1,1,1,14.592608169012495,-0.34153433092605945,-0.17554987460042074,-0.0036749394152499957,-0.17358638164724338
0,1,0,1,0.9403696886232976,0.19302213271794288,2,1,-1.9337932803017448,0,0,0,13.511339322250084,-1.0051291400162774,0.05586532144432558,1.6261853889807225,0.2256405234695902
0,0,0,0,-1.5492024451478383,-1.0308251267194486,2,1,0.774353695020212,0,0,0,13.521147221338907,0.0065960021115937075,-0.34329331807607655,-0.9141209510078523,-0.4169394223241117
0,1,1,1,1.5042129006852296,-0.5648714942069116,4,1,-0.8103412863092737,0,1,0,14.410719462294383,-0.3437432975774038,0.99634220813059,-0.23680856612484233,0.13859678147611462
0,1,1,0,1.1932422751414316,-0.6180320739060579,1,1,0.015695613275823722,1,0,0,12.620223058189959,-0.45513398957897927,0.39173568964366073,-0.6102110546304553,-0.2245364515219246
0,0,1,1,-0.28121246228828845,0.8452803046068483,2,1,1.0025764005746776,1,1,0,13.941053185679117,0.8838047968929744,-0.558485160641208,-0.3287286159408466,-0.0011363265630267387
1,0,0,1,0.3066969420298376,-0.8859625679998893,3,1,1.370850755499421,0,1,0,13.671057425414457,0.5838217913146222,-0.2125583402954741,0.4392419490237336,0.27016846668096056
1,0,0,0,-0.014944079421074246,-1.7557678577580538,2,1,-0.029146351490570425,0,0,0,14.086058671679705,-0.5837099026575594,0.2851870266414302,1.740097816244559,0.4805249800761433
1,1,1,1,1.9725799044469323,-1.967094562906154,2,1,0.3842374362713564,0,0,0,13.640755796962146,-0.10332238467890298,-0.03228344297671509,2.042290933251728,0.63556170186537
1,0,1,0,-0.7962901889920904,-1.4703801346757173,3,1,-0.9038502460436607,1,0,0,11.320219202626847,1.2532204169392545,1.741772856258756,0.5558397496795429,1.183611007625851
0,1,0,0,0.14601060977572694,1.3615382028481113,4,0,1.6833733430075333,0,0,1,12.170844009241517,0.19970935621897654,0.8082150169347329,-0.7265826840906734,0.09378056302101197
1,0,0,0,-0.4281453309928047,0.01620659948405166,4,0,-0.16615056029936615,0,1,1,14.759683492090886,1.6959401646844683,1.1061119297029596,1.0780375962423159,1.2933632302099145
0,1,1,0,-1.4330404046178542,0.5012490868072027,5,1,0.0802849518681203,0,0,1,11.893700754624495,0.8465662441054618,0.23391719847305223,0.005265198737493542,0.3619162137720025
0,1,1,0,2.191638255054987,0.5364877271213292,1,0,-0.40685307226322603,0,0,1,12.88904160401044,-0.3890669288983542,-0.8265058115593552,0.037897689047287235,-0.3925583504701407
0,0,0,1,-1.1815665791024124,0.05618391839232033,2,0,1.1992489984137564,0,0,0,12.427711903018958,1.4355084489081587,0.6961075536701157,-1.0318231640085909,0.3665976128565611
0,0,0,1,0.2201291874877759,-0.07478129665130821,4,0,0.1995939230831895,0,0,0,11.345194893309849,1.5178153241992565,-2.098182585294138,-1.6170854346281178,-0.7324842319076664
0,0,1,0,-1.7407006063803354,1.0445264298181407,3,1,0.7609345774136242,1,0,0,11.724754755951167,-1.7854195573178386,0.1740552002440338,-0.01891997697426398,-0.5434281113493563
0,1,1,1,-0.39907053924309327,0.14599591431263995,2,1,0.353958139978882,1,0,0,12.146668485031887,0.031780820091937584,-0.8121189327524032,-1.0694587564024127,-0.6165989563542927
1,1,0,1,0.4219688214334575,1.3990974792634143,2,0,-0.22040938321600484,0,1,0,12.853273942742609,-0.04983949047602931,-0.5891168604365429,-0.13026736484151202,-0.2564079052513614
0,0,0,1,-0.8247339795023627,0.6208299452898662,2,0,0.9294685612995917,0,0,0,14.498095942564536,-0.2604757996175435,-0.4633341557691185,1.4826630850938105,0.25295104323571616
0,1,1,1,0.586801850735655,-0.617796273481028,3,1,0.3453161945753811,0,0,1,13.06246512870351,-0.816150805071546,-0.08393685566825931,-0.0701569587284586,-0.323414873156088
0,0,0,0,-0.26904109188808245,-0.4971340238699362,2,1,-0.9609790608472337,1,0,0,13.607619843131484,-0.9414208822764755,-0.023415622132823954,1.1070924490726382,0.04741864822111289
0,0,0,0,1.1600825123986132,-0.7274648064542795,5,0,-0.9892113838093803,1,0,0,12.703820606787762,0.9011732395322491,0.7902381527811213,0.296142992748377,0.6625181283539158
1,1,1,1,1.3617609133402233,1.2175480219507155,2,0,0.14882672903163416,0,0,1,14.480249407807252,-0.6680615595667678,0.12611521993491012,0.9838365855346236,0.14729674863425532
0,0,0,0,-0.5867447607300117,-0.40505095294555277,5,1,0.9074579023876276,0,0,0,13.650485816360375,0.09335456674002232,-0.10173353533375944,-0.5500368641993464,-0.18613861093102782
1,0,1,0,0.07673285939295683,-0.7984727967996325,4,1,1.6394205485064035,0,0,0,11.362521012557545,-0.8491370897051602,-1.0956127962365587,1.5529114661876227,-0.13061280658469876
1,0,0,0,0.1834542264722327,0.31977804112682007,3,1,-1.7772134575808027,1,0,0,12.910004829063729,1.7694058119351064,-0.9653881211962996,0.7108282652635243,0.504948652000777
0,0,1,0,0.6193492954346985,-0.09716710637250317,4,1,0.025659849098721006,0,0,0,14.30893681804101,0.03003385471678399,0.2870690437124435,-0.2644018599207055,0.017567012836174012
0,0,0,0,0.014381996244265737,0.29456851257516387,3,1,0.48964766217499645,1,1,0,13.934621410662087,0.7452921846797594,0.6306683813991212,0.31029992960186553,0.5620868318935821
1,0,0,0,0.1902109593428422,1.8898139038938433,2,0,0.2956691349947631,1,0,0,14.621244591119606,0.6951057812000286,0.0395281248030982,-0.3152424877538291,0.13979713941643257
1,1,0,0,-0.2434064747951195,0.9130708059288597,2,0,1.0093271050337091,0,1,0,11.910671355877954,0.246755842758489,1.232957966149372,0.10631788496092986,0.528677231289597
1,0,1,1,0.11523986697201831,0.027010554301906357,3,1,0.6555339764915022,1,0,1,14.908688656787598,0.568370900915038,-1.1078919209094609,0.3447285664483089,-0.06493081784870468
1,0,1,1,1.2979401935351325,-1.4084233842060085,3,1,-0.98550018358034,0,1,1,12.140310671479462,2.00733341951977,0.6985387227970714,-0.12568889869246036,0.860061081208127
0,0,0,0,0.6460832412118543,-0.4999624972086356,3,1,-1.014791688690731,0,0,0,11.200719510367016,-0.8974266608988074,-0.8517776058894487,1.558720109918989,-0.0634947189564224
0,0,1,0,0.701255639443369,0.7110461025453031,3,1,0.3124548561517243,0,0,0,12.98269050878595,-2.5493489424516906,-0.9307501685249376,-0.4151829135430605,-1.298427341506563
0,1,1,0,0.7230703241355783,-1.1710410396618163,3,1,0.9905054244225251,0,1,1,11.441354953905819,-0.7868647145115434,-0.76491592408481,2.0825198141887395,0.17691305853079534
1,1,1,0,-0.1538087778810355,2.140970296330354,3,1,0.1434175529526955,0,1,1,13.72524376403869,-0.7090874636713924,0.2192344311209479,0.46726715117880246,-0.0075286271238806934
0,0,0,0,0.3188270435795304,0.014416562635548644,3,0,-1.5779330695682783,0,1,0,14.602225082996497,0.9680144644989284,0.438896929523789,-0.23432960121011975,0.3908605976041992
0,1,1,0,-1.0851736783357446,0.04884839320948488,3,0,-1.0471714153162728,0,0,0,14.685373087274078,-0.17572929582468289,0.36297920901534775,-0.5044278930706932,-0.1057259932933428
0,0,0,1,1.268807656316957,-0.6666451929579779,4,1,0.6915158558653307,1,0,0,13.428148970745845,0.8274510840494327,-0.29048218393752273,0.4224093060221115,0.3197927353780072
0,0,0,1,-2.7829604323432204,0.49673775677571846,3,0,-0.34864509091713247,1,0,0,13.141059483419141,0.03189158213633484,0.6322673424230683,0.8941929324374686,0.5194506189989573
0,0,1,0,-0.08714839233542518,-1.158001806522232,4,0,0.117957303203288,0,1,0,14.975965692821106,0.008676041825569447,1.6867413933500095,-2.5379363780710125,-0.2808396476318112
1,0,1,0,1.1408959771502742,2.1648925891014574,3,1,1.0654180391517576,0,1,1,13.317702875943562,0.6639449533266919,0.18058879854896026,0.40488333148413214,0.4164723611199281
0,0,0,1,-1.3638679336293416,1.3173513046520113,3,1,-1.2022090476199554,0,0,1,14.709833295248908,1.4800242857996868,0.09479577376104349,-1.9880955458587632,-0.13775849543267768
1,1,0,1,0.3997799176168511,0.9842964451970457,3,0,-0.4142426559019541,0,1,1,14.666380202176263,0.6865275744272816,-0.31172997831359023,1.3818256871812022,0.5855410944316312
0,0,1,1,-0.6807664465790269,-1.3904290057898094,1,1,-0.5228728133739438,0,0,0,12.158055183404027,1.1091698497800984,-0.3919585407672948,0.9996862343948505,0.5722991811358847
0,1,1,1,-0.3688032651888687,0.20541327045775085,5,0,0.3554025365278667,0,0,0,11.055004302310111,1.0451638684171778,1.248347265348947,0.04097377172690494,0.7781616351643432
1,0,0,0,0.9459409606394378,1.2090863980140045,1,0,0.7728881782719921,0,0,0,12.756673631192728,0.33670841858417744,1.5586582184231674,0.6083943670805079,0.8345870013626175
1,0,1,0,0.1980569258851502,0.5931053993577392,2,1,-1.4802674568987817,0,0,0,14.445480544445644,0.426065483197938,0.09893252092913363,-1.0297655516389903,-0.16825584917063954
0,1,0,1,-2.0343558678843627,-1.002109104633775,2,1,-0.005536359166269422,1,0,0,14.344536868337503,-0.3778026658332774,0.49025166608774173,-0.5472861634747569,-0.14494572107343084
1,0,0,0,-0.9764255397315984,-0.6500937553086553,1,0,0.8693291040462117,0,0,0,13.414676750132617,1.7831772257784435,1.2204572873590809,-0.21218006219768915,0.930484816979945
0,0,1,1,0.9753357348887596,-0.4519361380059906,4,1,-1.8547864514608354,0,0,0,11.626633640089139,-0.9410620165179995,-0.446517038751057,-0.44900493348778375,-0.6121946629189468
0,1,0,1,0.4489427181929976,-0.6034378344886075,3,0,-0.06439244143960705,0,0,1,11.430350855719533,-0.7229917281109741,-1.3059082511945022,0.8721741337044586,-0.3855752818670059
0,1,0,1,1.7481355725242844,1.5287788357103074,4,1,-1.215784440783228,0,1,0,14.818727935114453,-0.2762440351748786,0.689308949758022,1.2817046637016662,0.5649231927616033
0,1,1,0,1.6826475940132972,-1.921013138823256,2,1,-0.6415669035495328,0,0,0,12.68559072794103,-1.1481523301513525,0.8963876161298779,0.6105742404026271,0.11960317546038417
0,1,1,1,-0.3422451301467918,0.6559191396588365,2,1,-2.505034589481522,1,0,1,13.59264406693497,-0.5912947837090388,0.7492788001422659,-0.32340650584985975,-0.05514082980554421
0,1,0,0,2.5032378050694883,-1.2923033749284512,2,0,1.3927341187550268,1,0,1,14.623457659821458,1.1360661922473547,-0.37414882410938,-0.7461633716668601,0.005251332157038213
0,1,1,0,0.02447966985191076,-0.9612514874510678,3,1,-0.3558291274035128,0,1,0,14.479572705282367,0.6514056481734375,1.5231108714090031,0.09052407961057403,0.7550135330643383
0,0,1,0,-0.9626685344090254,-2.0097333668687174,4,1,-0.8071918640359144,1,0,0,13.26761272852268,-0.4207401948519687,0.2842647584534597,0.2965222482159008,0.053348937272463946
0,0,0,1,-0.6336398659105773,-0.5490544311588659,3,1,0.3282670454571502,0,1,1,12.95162072229108,0.802828911919192,-1.1475895682470094,-0.22098240435120511,-0.18858102022634082
1,0,1,1,-2.256725105289419,1.5107316515392135,2,0,-1.0423102326872493,0,0,0,13.941036852454358,2.5819080686779188,-1.2960874594303902,-0.2590660079979529,0.3422515337498586
0,0,0,0,1.607019008249281,0.264824242464778,5,1,-1.137244528881294,0,0,1,12.398582769680443,0.3131118928619725,-0.2971942159548199,0.6152554923398379,0.2103910564156635
0,1,0,0,1.5947619890438636,-1.198361546999097,2,1,1.5103291698137273,0,0,0,13.501562520501725,1.420359459433266,0.22481153010256139,0.7135242888743198,0.7862317594700491
1,1,1,1,-1.015507438813321,1.0171476743793124,3,0,1.8086630283267988,0,0,0,11.092609734438565,1.3515888167970365,0.012053816934282424,-0.911933688974088,0.15056964825241034
0,0,1,1,-0.22788428838190591,1.2313042635686857,3,1,-0.592063672282482,1,0,0,14.297250243002312,-0.2944369684856497,1.9935623988394282,-0.38373585769703483,0.43846319088558117
0,0,0,1,0.0956075441125776,0.10404648103908559,1,1,1.0673547099161793,0,0,0,14.992129100878362,0.1972979697141192,0.40398352624473366,0.7779016929471778,0.45972772963534353
0,1,0,1,-0.9603530521421138,2.0347491581525903,2,1,0.3560404439880864,0,0,1,14.818825969435505,0.5262824669744303,-0.9731487362874572,0.9885812131777671,0.1805716479549134
0,0,0,0,-1.7551020312711616,0.8215641246246144,1,1,-1.4138312917103495,0,0,0,12.439579362151258,-0.7449697436721131,-2.2703417581987244,0.06456681144573231,-0.983581563475035
1,1,0,1,-0.21035760377691182,0.6826525072925881,4,1,-0.9281318938497849,0,1,0,13.124405128176655,-2.1092486553441994,0.5350140491998263,0.7653343155392234,-0.26963343020171654
1,0,0,0,-0.32107942945924683,-0.8033787071662901,3,0,1.5510997991969353,0,1,0,11.944867852494927,-0.3340755628790394,1.2889540896941547,0.6525381426746744,0.5358055564965966
0,0,0,1,-0.38841124098877516,0.6273984856213408,4,0,-1.4267950328241767,0,0,1,12.211949621375755,-2.15814094845207,1.8637672086298276,0.9543085960412565,0.219978285406338
1,0,1,1,0.22271606260096463,0.2167912776044933,3,1,2.2809993380748588,0,0,1,12.829384406610519,-0.25145342664125625,0.09758825371556645,-0.7092098205206329,-0.28769166448210753
1,0,0,0,1.4295196585259922,0.5198290026710267,3,1,-0.5713621759117792,0,0,0,13.988323627414266,-1.207444546247452,2.0219991047581587,0.6676054876641055,0.49405334872493745
0,1,0,0,-0.3030927196917261,-0.6845856191413306,4,1,1.5808149062932333,0,0,1,11.071529563355366,0.880108704075035,-1.3589276392183158,-0.888858549297547,-0.45589249481360933
1,1,1,1,0.17044299872136284,0.12809888435898667,5,0,-0.30556379464283706,0,1,0,12.575096521660516,-0.682597500733714,-0.04390804598608905,1.4880809225346598,0.2538584586049523
0,1,1,0,0.726870523744936,-0.8168615002149581,1,0,0.7999035915011512,0,1,0,13.225987673293595,0.544108088953219,-1.014397454157113,-1.0583469437718556,-0.5095454363252498
1,0,0,0,0.5541429265127488,-2.147132099966032,2,1,1.395033140120689,0,0,0,11.86073216874715,1.266602063173473,1.092100908750765,0.8084889699654987,1.0557306472965788
1,0,0,1,-0.614423524447842,0.9983045685783835,4,1,1.3899538176810096,0,0,0,11.31391479238416,1.2015087736901844,-1.0010773798518222,-0.48350071924924765,-0.0943564418036285
0,1,1,0,0.09637712311403587,-1.5023889816895173,5,1,-0.5843655307929703,0,0,1,13.158295437273313,-1.868336184064571,0.4017496245846287,0.7524241183376139,-0.2380541470474428
0,1,0,1,0.5475398201690533,0.10718646478241609,5,1,-0.8573880998991262,0,1,0,13.55123993794312,1.1226443954021927,-1.241829371431121,0.4392889603298624,0.10670132810031137
0,0,0,0,-1.1283513375107777,0.3330021294490398,3,1,-0.08121200975113507,0,0,1,13.56400916150578,0.4203383660514723,1.7577815530513796,0.23966322379558225,0.805927714299478
0,0,1,1,1.263539010796508,0.32656301586305486,2,0,-1.3004796210339782,0,1,1,12.42633754014237,0.804265741202434,-0.3742560375267909,1.9609353726684755,0.7969816921147062
1,1,0,0,1.431588905214111,-0.2830790735982502,2,1,0.23926417561055854,1,1,0,11.94944718375627,2.3298762692036847,0.67796584915246,-0.30252805803238225,0.9017713534412541
1,0,0,0,-0.7227802554444938,0.2712114752799734,5,1,-0.8207966522775152,1,1,0,11.881545756063602,1.2943321371067336,-1.4887726227323554,1.3260707463709756,0.37721008691511787
0,0,0,1,0.1936700183481687,0.4709670697851621,3,1,1.0827097735429156,0,0,1,11.162095760229226,-1.1826526309494467,-1.4948022150871882,1.1720125348620647,-0.5018141037248568
0,0,0,1,0.6422782566710317,0.7349648157519848,2,1,-0.5701124162181384,0,0,0,11.738733407859886,0.653283440848822,-0.7733964705152477,0.9263575093978077,0.26874815991046064
0,0,0,0,-0.5456141563287527,1.733441339384263,5,0,-1.7422589694800203,0,0,1,14.274424508435708,-1.5036168937789685,0.8505181277692229,-0.6773488137151568,-0.4434825265749674
0,1,1,0,0.48161384568809446,0.23419415149820536,2,1,1.4009147761692962,0,1,0,11.012205063044306,-0.06296561883770217,0.6590904861935541,-0.23459780856533066,0.12050901959684046
0,1,0,1,0.16325562629216542,0.06404884501770187,4,1,0.1833680033318635,0,0,1,11.175554410229317,-0.5032287997801623,1.085389961099943,-0.6059637151709758,-0.007934184617065076
0,0,0,1,-1.4679181776388008,-0.9067289653500941,3,0,0.029134890420073334,0,1,1,11.508075761116269,0.010150540361517989,-1.5097308231844209,-0.2973001404772973,-0.5989601411000667
1,0,0,1,0.4591613159785581,0.435946323899337,1,1,1.0943947849462095,0,1,1,12.680962330703018,-1.009542171788006,0.8068693732713246,-0.4411700976298124,-0.21461429871549795
0,0,1,1,-1.1001424162710358,0.6673831031405686,2,1,0.871576502298157,0,1,0,12.334951337458964,-1.3943790763682253,-0.5598974677675107,-0.36324291203918013,-0.7725064853916388
0,0,1,1,0.9392028516620472,-0.1923031842816272,2,1,-0.7618535440104255,1,0,0,11.711343432217914,-0.44935241501911805,-0.8081043364823255,1.4676270013957555,0.07005674996477063
1,0,0,0,-0.6712110751338888,0.5446125041840371,3,1,-0.44978160602616035,0,0,0,11.443797896427604,0.2774768926153579,-0.2372276641222128,0.08076224037133861,0.04033715628816124
0,1,1,0,-0.16128543366114506,-0.2925161935493418,3,1,-1.112955250059338,0,0,0,14.75545014775911,-0.42579507888138557,-0.11646779406706512,0.10583689199114905,-0.1454753269857672
1,0,0,1,1.372278913446575,0.6709926520889239,1,1,-1.4644520551248152,1,0,0,14.64500088517196,1.950452498019211,0.9610444159677312,-0.3254315924488861,0.8620217738460187
1,0,0,0,0.4963816465288452,0.9126023140297436,5,0,0.5785925349153894,0,1,1,14.08759443354512,0.9236421244576275,1.4228053008888784,0.38500757519442147,0.9104850001803091
0,0,0,0,-1.0794739195745453,0.8986278667304854,2,0,0.3921843100416817,1,1,0,12.00808789889667,0.3961914597593817,0.5210721283410551,0.8266708117804293,0.5813114666269553
0,0,0,0,-1.0149165707990837,0.11784432614130065,2,0,0.7608292115225166,0,0,0,12.294792128068865,-0.3823123413620135,0.6332707362208657,0.4894490316016261,0.2468024754868261
0,0,0,0,-0.5993027886237254,-1.0399681516170514,2,1,1.2816054414959426,1,0,1,13.663379873054195,-1.3918318396805016,1.8230495479796065,1.4182930341051323,0.6165035808014124
0,0,1,0,0.39464408335666606,-0.6119130526418207,2,1,0.7744747949256725,1,0,1,12.166795580390847,-0.0041207848409732205,0.6970730916065615,-1.2098078344792922,-0.17228517590456796
0,1,0,0,0.35829981493276813,0.5951573238847284,5,1,0.8634594763052582,0,0,1,13.122491252909423,1.8072699661499456,-0.2138348314924301,-0.7563678170507129,0.27902243920226755
0,0,1,1,-0.8431023046628692,2.448812305740227,2,1,-2.077961258172137,1,0,1,13.605135377571939,0.22437962788415367,0.5811047348180731,-0.412900783275693,0.13086119314217792
0,0,0,0,-1.167209485614359,-0.34072077153208186,3,1,-0.306985241924994,0,0,1,13.076785186051826,1.1131924272352265,1.707645904228449,1.5249178386420368,1.4485853900352375
0,1,0,0,0.28158340508583424,0.45583767838814,4,1,0.9645764946699871,0,1,0,12.653139054860603,1.239390887049524,-0.8703606653032362,0.2987853116391286,0.2226051777951388
0,1,0,0,-0.18186006579016192,-0.5560525574794034,3,1,-1.1682087362052165,0,1,1,12.391576054230075,0.5595412589480128,-0.43093695834333684,-1.4170608040783195,-0.42948550115788114
1,0,1,1,2.1572158874477374,-0.9739670442491007,2,1,0.0916713828377636,0,0,0,14.110999665769974,0.7202739717340356,1.7501277493492844,1.4922366838799412,1.3208794683210872
